song,performer,track_duration_s,danceability,valence,date,rank,peak_rank,weeks_on_board,key_sign,energy,loudness,speechiness,acousticness,instrumentalness,liveness
It's Not Right But It's Okay,Glee Cast,258.16,0.654,0.595,20200512,92,92,1,A minor,0.968,-5.789,0.0724,0.024,0.0,0.0537
It's Not Right But It's Okay,Glee Cast,258.16,0.654,0.595,20200512,92,92,1,A minor,0.802,-7.076,0.102,0.162,0.000885,0.0698
It's Not The End Of Everything,Tommy Edwards,151.866,0.612,0.627,20191010,78,78,1,F major,0.227,-15.734,0.0307,0.738,0.0,0.299
It's Not The Same,Anthony & The Imperials,137.24,0.564,0.743,20191119,92,92,2,D major,0.425,-11.248,0.0324,0.595,0.0,0.133
It's Not Unusual,Glee Cast,125.266,0.408,0.635,20201008,65,65,1,C major,0.975,-4.339,0.137,0.0313,0.0,0.353
It's Not Unusual,Glee Cast,125.266,0.408,0.635,20201008,65,65,1,C major,0.717,-10.014,0.06,0.579,0.0,0.198
"It's Not You, It's Not Me",KBC Band,227.173,0.442,0.628,20191220,98,89,4,D major,0.512,-12.172,0.0291,0.222,0.0,0.332
It's Now Winters Day,Tommy Roe,205.8,0.186,0.482,20191224,87,87,1,C major,0.292,-14.595,0.0315,0.685,4.53e-05,0.352
It's O.k.,The Beach Boys,131.039,0.694,0.931,20191009,29,29,8,A major,0.532,-9.787,0.0357,0.269,0.0,0.15
It's Okay (One Blood),The Game Featuring Junior Reid,257.6,0.604,0.614,20201209,91,71,15,G major,0.867,-5.547,0.262,0.00112,0.0,0.133
It's On,Naughty By Nature,304.866,0.85,0.502,20190703,81,81,2,C# major,0.424,-13.818,0.287,0.0126,0.000498,0.272
It's Only Love,B.J. Thomas,170.866,0.489,0.56,20190322,84,84,1,G major,0.413,-12.92,0.028,0.174,0.0,0.236
It's Only Love,B.J. Thomas,170.866,0.489,0.56,20190322,84,84,1,G major,0.446,-12.49,0.0331,0.546,2.75e-05,0.254
It's Only Love,B.J. Thomas,170.866,0.489,0.56,20190322,84,84,1,G major,0.884,-5.243,0.0429,0.506,0.00612,0.0408
It's Only Love,B.J. Thomas,170.866,0.489,0.56,20190322,84,84,1,G major,0.723,-11.223,0.134,0.141,0.0,0.429
It's Only Love,B.J. Thomas,170.866,0.489,0.56,20190322,84,84,1,G major,0.592,-10.434,0.0681,0.108,0.0184,0.118
It's Only Make Believe,Conway Twitty,132.026,0.461,0.251,20191201,3,1,12,B major,0.466,-9.627,0.0598,0.86,2.76e-05,0.135
It's Only Make Believe,Conway Twitty,132.026,0.461,0.251,20191201,3,1,12,B major,0.558,-5.482,0.0299,0.191,0.000735,0.276
It's Only Rock 'N Roll (But I Like It),The Rolling Stones,307.44,0.615,0.838,20190803,94,94,1,A major,0.954,-3.886,0.0476,0.499,0.00783,0.319
It's Only The Good Times,Tommy Edwards,146.6,0.507,0.298,20190615,94,86,3,C# major,0.354,-12.442,0.028,0.497,0.0,0.251
It's Over Now,112,264.933,0.66,0.233,20201209,82,82,1,C# major,0.71,-4.541,0.0409,0.0106,7.01e-06,0.0736
It's Over Now,112,264.933,0.66,0.233,20201209,82,82,1,C# major,0.516,-6.994,0.0734,0.198,0.0,0.0994
It's Over Now,112,264.933,0.66,0.233,20201209,82,82,1,C# major,0.809,-7.136,0.0348,0.0213,6.95e-06,0.0923
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.728,-6.904,0.0326,0.274,1.51e-06,0.256
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.319,-14.464,0.0322,0.871,0.0307,0.124
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.497,-10.604,0.0304,0.571,0.0,0.116
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.644,-4.684,0.0966,0.312,0.0,0.155
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.21,-24.218,0.0311,0.918,0.00012,0.151
It's Over,Boz Scaggs,169.76,0.579,0.869,20190529,38,38,8,C major,0.319,-12.448,0.0255,0.74,0.000758,0.0803
It's Raining Again,Supertramp Featuring Roger Hodgson,264.24,0.603,0.559,20191030,31,31,1,A# major,0.674,-6.808,0.0295,0.62,0.00261,0.26
It's Raining Men,The Weather Girls,211.533,0.66,0.458,20190129,78,78,2,F minor,0.927,-5.867,0.156,0.461,5.73e-05,0.699
It's Raining Outside,The Platters,171.56,0.172,0.313,20191006,93,93,1,D# major,0.28,-15.091,0.0329,0.787,6.41e-05,0.232
It's Sad To Belong,England Dan & John Ford Coley,173.546,0.517,0.539,20190730,23,21,13,D# major,0.309,-16.463,0.0356,0.374,2.36e-06,0.102
It's So Easy,Linda Ronstadt,145.173,0.623,0.894,20191112,22,22,6,E major,0.764,-4.686,0.0418,0.0229,0.0,0.841
It's So Hard Being A Loser,The Contours,159.666,0.628,0.904,20190415,85,85,1,A# major,0.697,-6.028,0.0293,0.151,0.0,0.187
It's So Hard To Say Goodbye To Yesterday,Boyz II Men,168.626,0.199,0.259,20190125,15,2,19,E major,0.227,-10.927,0.0322,0.913,0.0,0.176
It's So Hard,Big Punisher Featuring Donell Jones,172.933,0.9,0.633,20200527,81,75,6,A# minor,0.593,-6.629,0.333,0.0554,0.0,0.0304
It's So Nice,Jackie DeShannon,153.333,0.433,0.621,20190919,91,84,4,D major,0.564,-6.273,0.0788,0.639,0.0,0.0726
It's Still Rock And Roll To Me,Billy Joel,176.44,0.752,0.539,20190816,6,1,13,C major,0.684,-7.599,0.15,0.0994,0.0,0.0897
It's Summer,The Temptations,155.133,0.449,0.412,20190724,68,68,1,G major,0.236,-19.27,0.0295,0.913,0.0102,0.248
It's That Time Of The Year,Len Barry,155.613,0.556,0.766,20190625,91,91,2,E minor,0.756,-7.641,0.0502,0.283,0.0,0.587
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,246.933,0.383,0.803,20190227,79,69,5,G major,0.893,-8.638,0.037,0.026,0.0,0.0251
It's The Little Things,Sonny & Cher,186.066,0.491,0.627,20190916,74,50,6,C major,0.626,-8.511,0.0378,0.164,0.0,0.079
It's The Most Wonderful Time Of The Year,Andy Williams,151.933,0.24,0.776,20201219,6,6,18,G major,0.598,-8.435,0.037,0.766,0.0,0.117
It's The Most Wonderful Time Of The Year,Andy Williams,151.933,0.24,0.776,20201219,6,6,18,G major,0.598,-8.435,0.037,0.766,0.0,0.117
It's The Same Old Love,The Courtship,192.733,0.472,0.496,20190624,93,93,1,A major,0.695,-5.74,0.0287,0.444,8.67e-05,0.631
It's The Same Old Song,Four Tops,166.4,0.71,0.977,20190925,38,5,9,D minor,0.658,-9.038,0.0299,0.133,0.0,0.111
It's The Same Old Song,Four Tops,166.4,0.71,0.977,20190925,38,5,9,D minor,0.809,-13.621,0.0356,0.169,0.0,0.0972
It's The Things You Do,Five,208.96,0.768,0.961,20191128,53,53,3,G# minor,0.871,-4.255,0.0393,0.0792,0.0,0.325
It's Time For Love,The Chi-lites,307.533,0.481,0.4,20191115,98,98,2,D major,0.616,-8.3,0.0408,0.535,0.000874,0.218
It's Time To Cry,Paul Anka,145.466,0.311,0.565,20191214,9,9,4,D# major,0.314,-12.81,0.0325,0.731,0.0,0.335
It's Time,Glee Cast,223.853,0.698,0.817,20200929,95,95,1,B major,0.575,-7.263,0.0285,0.363,5.45e-06,0.269
It's Time,Glee Cast,223.853,0.698,0.817,20200929,95,95,1,B major,0.884,-4.748,0.0372,0.0162,0.0,0.145
It's Too Late,Bobby Goldsboro,151.928,0.656,0.764,20190312,30,30,4,D major,0.481,-12.1,0.0413,0.0741,0.000245,0.0821
It's Too Late,Bobby Goldsboro,151.928,0.656,0.764,20190312,30,30,4,D major,0.276,-17.001,0.033,0.662,0.0,0.15
"It's Too Late, Baby Too Late",Arthur Prysock,198.0,0.366,0.345,20190821,56,56,6,C# major,0.328,-13.664,0.0571,0.839,1.03e-05,0.148
It's Too Soon To Know,Etta James,167.0,0.454,0.417,20191204,54,54,5,G major,0.251,-14.053,0.0292,0.84,0.000118,0.393
It's Tricky,Run-D.M.C.,183.426,0.956,0.961,20190404,58,58,6,B minor,0.72,-13.476,0.137,0.000844,0.0,0.0597
It's Unbelievable,The Larks,139.106,0.22,0.302,20190313,69,69,2,D minor,0.328,-10.12,0.0284,0.982,0.000434,0.134
It's Uncanny,Daryl Hall John Oates,223.56,0.749,0.97,20190806,87,87,2,D major,0.769,-8.5,0.0358,0.487,6.04e-05,0.141
It's Wonderful To Be In Love,The Ovations (Featuring Louis Williams),191.746,0.482,0.339,20190529,72,72,2,A# major,0.3,-12.799,0.0291,0.574,0.0,0.128
It's Wonderful,The Young Rascals,136.706,0.445,0.757,20191230,26,26,4,A# major,0.66,-12.205,0.0516,0.138,0.000182,0.315
It's You That I Need,Enchantment,360.493,0.314,0.584,20190401,33,33,9,D major,0.641,-8.947,0.0855,0.249,0.000736,0.111
It's You,Ali Gatie,212.606,0.732,0.397,20200824,72,70,9,B minor,0.463,-6.972,0.0287,0.374,0.0,0.194
It's You,Ali Gatie,212.606,0.732,0.397,20200824,72,70,9,B minor,0.89,-6.287,0.0265,0.0769,0.003,0.137
It's You,Ali Gatie,212.606,0.732,0.397,20200824,72,70,9,B minor,0.319,-10.743,0.0357,0.815,0.0151,0.108
It's Your Body,Johnny Gill Featuring Roger Troutman,333.866,0.647,0.316,20190315,65,43,14,C major,0.536,-10.733,0.045,0.524,0.0,0.0798
It's Your Song,Garth Brooks,238.96,0.512,0.232,20190102,100,62,5,G# major,0.376,-8.696,0.0272,0.806,0.000257,0.103
It's Your Thing,Mercedes Featuring Master P,239.546,0.763,0.498,20190821,96,96,4,B minor,0.741,-6.752,0.377,0.318,0.0,0.064
It's Your Thing,Mercedes Featuring Master P,239.546,0.763,0.498,20190821,96,96,4,B minor,0.67,-9.273,0.0854,0.0727,2.52e-06,0.0718
It's Your World,Marty Robbins,163.932,0.624,0.733,20191023,85,51,7,F major,0.323,-11.342,0.0263,0.75,0.0,0.134
It Ain't Enough,Corey Hart,210.026,0.743,0.644,20191027,31,31,5,D major,0.417,-11.993,0.03,0.513,0.000218,0.0662
It Ain't Hard To Tell,Nas,202.106,0.69,0.357,20190430,91,91,3,B minor,0.729,-5.819,0.221,1.7e-05,0.0431,0.152
It Ain't Me Babe,The Turtles,133.96,0.418,0.574,20190918,8,8,7,G major,0.547,-5.992,0.0335,0.253,0.0,0.0941
"It Ain't Me, Babe",Johnny Cash,182.96,0.633,0.624,20191107,98,98,2,D major,0.588,-6.595,0.03,0.277,0.0,0.165
It Ain't My Fault,Brothers Osborne,216.8,0.735,0.756,20201007,91,79,14,A major,0.831,-5.898,0.0332,0.00166,0.217,0.291
It Ain't No Big Thing,Radiants,162.077,0.627,0.709,20190515,91,91,2,F# minor,0.621,-7.206,0.0256,0.62,0.0,0.28
It Ain't No Fun,Shirley Brown,358.693,0.458,0.438,20190510,97,97,1,A# major,0.408,-9.797,0.0685,0.6,0.003,0.0587
It Ain't No Use,Major Lance,167.84,0.752,0.951,20190704,68,68,5,F minor,0.51,-8.587,0.0366,0.877,0.0,0.373
It Ain't Over 'til It's Over,Lenny Kravitz,242.64,0.679,0.93,20190615,44,44,2,F# major,0.568,-10.74,0.0423,0.422,0.00948,0.322
It All Comes Out In The Wash,Miranda Lambert,214.786,0.602,0.923,20201123,82,70,2,C major,0.73,-4.925,0.0314,0.00106,0.000115,0.095
It Amazes Me,John Denver,157.466,0.37,0.756,20190408,59,59,6,D major,0.322,-12.072,0.0351,0.869,0.0,0.217
It Can Happen,Yes,329.506,0.565,0.41,20190721,58,51,5,C major,0.872,-6.447,0.0313,0.0288,0.000393,0.255
It Could Happen To You,Dinah Washington,186.226,0.275,0.14,20190418,60,60,4,A# major,0.187,-15.587,0.0298,0.918,0.000868,0.115
It Didn't Take Long,Spider,232.84,0.481,0.594,20190704,47,47,6,C major,0.521,-13.779,0.0516,0.0494,0.0,0.0894
It Do Feel Good,Donna Fargo,156.026,0.732,0.916,20190322,98,98,1,A major,0.731,-5.399,0.0333,0.735,2.13e-05,0.037
It Do Me So Good,Ann-Margret,137.053,0.542,0.627,20191113,97,97,1,A major,0.495,-9.705,0.0306,0.751,2.79e-06,0.165
It Doesn't Have To Be That Way,Jim Croce,151.813,0.593,0.744,20190112,66,66,3,C major,0.46,-9.148,0.0321,0.729,0.0,0.112
It Doesn't Matter Anymore,Buddy Holly,123.746,0.67,0.863,20190406,18,13,7,G major,0.175,-16.68,0.038,0.806,0.0,0.195
It Doesn't Matter,Stephen Stills,150.533,0.673,0.536,20190617,61,61,4,A minor,0.767,-9.466,0.0423,0.389,1.05e-06,0.121
It Doesn't Matter,Stephen Stills,150.533,0.673,0.536,20190617,61,61,4,A minor,0.89,-8.21,0.0745,0.128,2.66e-06,0.0838
It Don't Come Easy,Ringo Starr,184.333,0.609,0.691,20190710,12,4,11,G major,0.624,-11.717,0.0292,0.0396,0.000168,0.277
It Don't Hurt Like It Used To,Billy Currington,184.506,0.503,0.448,20200924,67,67,7,D# major,0.824,-4.039,0.0524,0.083,0.0,0.21
It Don't Hurt No More,Nappy Brown,145.64,0.499,0.499,20191110,95,95,1,C# major,0.363,-8.65,0.0243,0.717,0.0,0.0838
It Don't Matter To Me,Bread,163.346,0.493,0.273,20191205,25,10,11,E major,0.26,-14.848,0.0402,0.652,3.32e-06,0.121
It Ends Tonight,The All-American Rejects,244.826,0.335,0.341,20201202,12,11,8,C major,0.676,-4.68,0.0301,0.00275,0.0,0.141
It Feels So Good To Be Loved So Bad,The Manhattans,278.946,0.537,0.43,20190507,76,76,7,C minor,0.59,-8.613,0.0382,0.392,0.0,0.101
It Feels So Good,Sonique,240.866,0.634,0.558,20200429,10,8,15,F minor,0.677,-7.278,0.0304,0.0117,0.00103,0.126
It Girl,Jason Derulo,192.2,0.668,0.345,20201001,30,30,6,C# minor,0.718,-4.736,0.0605,0.0165,0.0,0.104
It Goes Like This,Thomas Rhett,186.08,0.543,0.506,20201005,34,32,15,B major,0.837,-6.448,0.0608,0.117,0.0,0.0872
It Happened Today,The Skyliners,107.842,0.416,0.867,20191026,62,62,5,C# major,0.626,-6.243,0.0313,0.417,0.0,0.0875
It Happens,Sugarland,181.253,0.635,0.725,20200801,93,33,20,G# major,0.742,-3.77,0.0505,0.0071,2.7e-05,0.0774
It Hit Me Like A Hammer,Huey Lewis & The News,241.893,0.607,0.736,20191012,98,21,13,G# major,0.742,-11.151,0.0316,0.0772,0.0,0.126
It Hurts So Bad,Kim Carnes,183.6,0.624,0.633,20190303,69,69,2,F major,0.44,-9.705,0.0365,0.461,1.52e-05,0.149
It Hurts Too Much,Eric Carmen,257.72,0.6,0.69,20190712,77,77,1,D major,0.87,-6.895,0.0485,0.275,0.0,0.0696
It Just Comes Natural,George Strait,209.32,0.669,0.605,20200310,76,58,17,F major,0.651,-5.79,0.0275,0.472,0.000109,0.272
It Keeps Rainin',Fats Domino,168.44,0.78,0.972,20190724,82,23,11,F major,0.551,-10.78,0.0418,0.707,0.00191,0.0843
It Keeps You Runnin',Carly Simon,238.44,0.454,0.809,20190731,84,46,7,G major,0.438,-13.916,0.0357,0.199,0.0399,0.404
It Keeps You Runnin',Carly Simon,238.44,0.454,0.809,20190731,84,46,7,G major,0.46,-10.701,0.0303,0.334,3.62e-06,0.041
It Kills Me,Melanie Fiona,250.413,0.62,0.444,20200306,50,43,14,G# major,0.789,-4.265,0.0469,0.215,0.0,0.1
It Makes Me Giggle,John Denver,195.56,0.549,0.354,20190515,70,70,2,E major,0.358,-12.629,0.0389,0.491,4.51e-05,0.143
It Matters To Me,Faith Hill,197.666,0.613,0.129,20190113,77,77,4,F# major,0.355,-8.218,0.0247,0.567,0.0,0.0909
It May Be Winter Outside (But In My Heart It's Spring),Felice Taylor,171.533,0.458,0.705,20190211,42,42,5,C major,0.665,-6.113,0.0442,0.635,0.0265,0.0815
"It May Be Winter Outside, (But In My Heart It's Spring)",Love Unlimited,187.733,0.511,0.485,20191215,95,95,1,C major,0.504,-12.07,0.0528,0.291,1.5e-06,0.169
It Might As Well Rain Until September,Carole King,147.573,0.41,0.578,20191020,41,22,9,C major,0.65,-6.716,0.0385,0.838,0.0,0.204
It Might Be You,Stephen Bishop,253.866,0.428,0.231,20190129,90,90,1,G major,0.399,-10.41,0.0327,0.183,0.000147,0.331
It Must Be Him,Vikki Carr,171.76,0.494,0.746,20191202,21,3,14,E major,0.472,-10.02,0.0533,0.786,3.19e-05,0.682
It Must Be Love,Alan Jackson,171.813,0.816,0.967,20201014,75,37,17,F# major,0.669,-7.925,0.0295,0.284,0.0,0.0563
It Must Be Love,Alan Jackson,171.813,0.816,0.967,20201014,75,37,17,F# major,0.606,-5.364,0.0355,0.103,1.08e-05,0.255
It Must Be Love,Alan Jackson,171.813,0.816,0.967,20201014,75,37,17,F# major,0.875,-5.683,0.0528,0.043,5.67e-06,0.106
It Must Be Love,Alan Jackson,171.813,0.816,0.967,20201014,75,37,17,F# major,0.784,-4.576,0.0342,0.249,0.0,0.121
"It Must Have Been Love (From ""Pretty Woman"")",Roxette,258.786,0.52,0.722,20190714,6,1,15,F major,0.652,-6.655,0.0274,0.34,5.49e-05,0.256
It Never Rains (In Southern California),Tony Toni Tone,304.24,0.74,0.805,20190309,66,34,12,A# major,0.363,-14.066,0.0521,0.23,0.0,0.0709
It Never Rains In Southern California,Albert Hammond,233.506,0.626,0.924,20191209,7,7,8,A major,0.565,-10.027,0.0271,0.124,0.0,0.0811
It Only Happened Yesterday,Jack Scott,165.546,0.238,0.149,20190919,41,38,8,E major,0.187,-14.015,0.0331,0.944,3.24e-06,0.1
It Only Hurts When I'm Breathing,Shania Twain,199.466,0.331,0.452,20200605,80,71,5,A# minor,0.61,-5.064,0.0315,0.342,0.0,0.0988
It Only Hurts When I Try To Smile,Dawn Featuring Tony Orlando,213.36,0.445,0.212,20190420,81,81,4,G major,0.383,-12.918,0.0264,0.663,0.0173,0.148
It Only Takes A Minute,Tavares,243.24,0.649,0.972,20190816,50,50,4,F minor,0.7,-8.43,0.0312,0.167,6.86e-05,0.382
It Should Have Been Me,Gladys Knight And The Pips,167.506,0.603,0.687,20190629,50,50,4,C major,0.409,-13.365,0.0457,0.547,0.0,0.319
It Should Have Been Me,Gladys Knight And The Pips,167.506,0.603,0.687,20190629,50,50,4,C major,0.382,-10.745,0.136,0.424,0.000506,0.201
"It Sure Took A Long, Long Time",Lobo,188.866,0.485,0.506,20190526,27,27,8,E major,0.415,-11.282,0.0277,0.689,0.0,0.174
It Takes Time,The Marshall Tucker Band,223.76,0.404,0.537,20190426,89,89,1,G major,0.893,-4.383,0.115,0.429,7.62e-06,0.81
It Takes Two,Marvin Gaye & Kim Weston,177.666,0.523,0.81,20190204,35,35,5,D# major,0.48,-10.923,0.0492,0.214,0.0,0.0751
It Takes Two,Marvin Gaye & Kim Weston,177.666,0.523,0.81,20190204,35,35,5,D# major,0.776,-8.915,0.144,0.0143,0.0,0.326
It Tears Me Up,Percy Sledge,170.413,0.58,0.457,20191119,40,40,5,E major,0.334,-11.141,0.0442,0.227,1.01e-06,0.101
It Was A Good Day,Ice Cube,260.0,0.796,0.802,20190320,38,38,3,F minor,0.748,-5.409,0.126,0.321,4.94e-05,0.217
It Was Almost Like A Song,Ronnie Milsap,219.52,0.327,0.151,20191008,18,18,17,C major,0.281,-10.663,0.0276,0.323,0.00418,0.0713
It Was Always You,Maroon 5,239.92,0.613,0.299,20200816,45,45,1,B major,0.765,-6.582,0.0441,0.082,1.25e-06,0.092
It Was I,Skip And Flip,142.419,0.683,0.956,20190706,74,70,3,F# major,0.939,-9.546,0.0439,0.757,0.0,0.107
It Was,Chely Wright,231.093,0.528,0.628,20200401,71,71,5,D# major,0.577,-10.381,0.0412,0.204,1.2e-05,0.121
It Will Rain,Bruno Mars,257.72,0.576,0.476,20201112,21,21,5,D major,0.835,-6.826,0.0486,0.337,0.0,0.082
It Will Stand,The Showmen,142.133,0.67,0.847,20190127,64,61,11,G minor,0.507,-8.274,0.0387,0.717,0.0,0.182
It Won't Be Like This For Long,Darius Rucker,219.0,0.584,0.389,20200411,44,36,13,E major,0.524,-6.001,0.0287,0.335,0.0,0.11
It Won't Be Wrong,The Byrds,117.893,0.496,0.86,20190212,87,87,1,A major,0.701,-9.506,0.0401,0.295,0.000111,0.202
It Won't Stop,Sevyn Streeter Featuring Chris Brown,281.08,0.657,0.211,20200125,49,30,15,C# minor,0.574,-9.484,0.0407,0.016,8.1e-05,0.172
It Would Take A Strong Strong Man,Rick Astley,219.373,0.817,0.943,20191008,30,10,13,F# minor,0.61,-12.522,0.0292,0.212,0.000264,0.223
Itchy Twitchy Feeling,Bobby Hendricks,149.533,0.586,0.968,20190804,61,61,1,D major,0.597,-9.372,0.0628,0.815,0.0,0.0965
Itchycoo Park,Small Faces,166.68,0.613,0.556,20190210,16,16,14,A major,0.555,-9.801,0.072,0.58,1.64e-06,0.119
Its Every Night Sis,RiceGum Featuring Alissa Violet,155.193,0.887,0.408,20200909,80,80,1,G# major,0.784,-5.598,0.199,0.0244,0.0,0.112
Itty Bitty Pieces,James Ray,144.213,0.697,0.756,20190505,54,54,5,C major,0.413,-8.897,0.0342,0.657,0.0,0.143
Itty Bitty Piggy,Nicki Minaj,246.752,0.761,0.798,20200529,82,82,1,G major,0.722,-4.343,0.391,0.12,0.0,0.0649
Ivory,Bob Seger System,144.28,0.541,0.848,20190510,97,97,1,C# minor,0.823,-5.838,0.039,0.000595,0.0356,0.0979
Ivy,Frank Ocean,249.191,0.567,0.452,20200910,80,80,1,A minor,0.388,-9.579,0.0384,0.782,0.000309,0.248
Ivy,Frank Ocean,249.191,0.567,0.452,20200910,80,80,1,A minor,0.545,-9.277,0.0353,0.855,1.97e-05,0.0921
Izzo (H.O.V.A.),JAY-Z,240.626,0.658,0.494,20200929,10,10,10,G major,0.91,-3.499,0.316,0.00195,1.54e-05,0.158
Ja-Da,Johnny And The Hurricanes,126.571,0.569,0.962,20190306,98,86,2,G major,0.796,-12.128,0.0447,0.775,7e-05,0.397
Jack & Diane,John Cougar,254.493,0.807,0.613,20191106,5,1,16,A major,0.419,-8.189,0.0426,0.044,4.99e-06,0.0952
Jack And Jill,Raydio,275.666,0.693,0.541,20190304,28,28,8,E major,0.659,-4.722,0.0299,0.395,0.00485,0.133
Jack And Jill,Raydio,275.666,0.693,0.541,20190304,28,28,8,E major,0.64,-9.464,0.0819,0.0786,0.0,0.0808
Jack O'Diamonds,Ruth Brown,153.173,0.631,0.789,20190601,100,100,1,D major,0.586,-10.109,0.0703,0.304,3.79e-05,0.222
Jack Sparrow,The Lonely Island Featuring Michael Bolton,187.746,0.719,0.419,20200528,69,69,1,G# major,0.712,-5.242,0.221,0.0225,0.0,0.0442
Jack The Ripper,Link Wray And The Wraymen,144.666,0.415,0.292,20190629,80,80,3,D major,0.509,-10.335,0.0321,0.507,0.307,0.113
Jackie's Strength,Tori Amos,266.586,0.41,0.406,20191003,54,54,1,D major,0.402,-7.773,0.0292,0.476,8.92e-06,0.133
Jackie Blue,Ozark Mountain Daredevils,250.12,0.57,0.961,20190405,26,26,9,C# major,0.534,-9.785,0.028,0.354,0.00346,0.0395
Jackie Brown,John Mellencamp,243.026,0.534,0.61,20190729,68,68,3,E major,0.814,-7.756,0.0304,0.0071,0.0488,0.168
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,215.759,0.747,0.687,20200901,58,58,7,D# minor,0.834,-2.867,0.045,0.374,0.0,0.0586
Jackie Wilson Said (I'm In Heaven When You Smile),Van Morrison,180.52,0.566,0.95,20190916,61,61,5,G major,0.688,-7.507,0.071,0.441,0.0,0.0553
Jackson,Nancy Sinatra & Lee Hazlewood,169.013,0.601,0.936,20190729,14,14,6,A major,0.854,-5.837,0.0656,0.308,0.0,0.0947
Jacob's Ladder,Huey Lewis & The News,213.76,0.671,0.659,20190411,50,1,13,A# major,0.579,-13.021,0.0293,0.0147,0.0,0.116
Jaded,Aerosmith,214.333,0.517,0.632,20200512,23,7,16,A major,0.89,-4.033,0.0539,0.005,1.47e-05,0.0824
Jaded,Aerosmith,214.333,0.517,0.632,20200512,23,7,16,A major,0.271,-5.697,0.0412,0.037,0.0,0.175
"Jailer, Bring Me Water",Trini Lopez,138.16,0.55,0.961,20190328,94,94,2,A major,0.761,-8.052,0.0345,0.561,0.0,0.885
Jam Band,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,253.826,0.494,0.513,20190913,80,80,3,C major,0.923,-9.764,0.0885,0.181,1.28e-06,0.977
Jam On It,Newcleus,383.6,0.804,0.346,20190707,68,68,6,F# minor,0.782,-6.224,0.0606,0.00302,0.0872,0.662
Jam Tonight,Freddie Jackson,272.6,0.771,0.789,20190829,32,32,10,F minor,0.318,-13.922,0.0365,0.222,0.0,0.103
Jam Up Jelly Tight,Tommy Roe,142.733,0.734,0.798,20190110,10,10,9,A major,0.685,-8.715,0.0416,0.136,3.46e-05,0.059
Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",213.533,0.744,0.549,20200220,97,97,1,D major,0.633,-7.732,0.113,0.0333,0.0,0.144
Jam,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",213.533,0.744,0.549,20200220,97,97,1,D major,0.96,-4.613,0.0721,0.0487,0.0228,0.271
Jambalaya (On The Bayou),Fats Domino,143.6,0.625,0.963,20191211,63,63,1,F# minor,0.878,-5.709,0.0438,0.722,3.98e-05,0.156
Jambalaya (On The Bayou),Fats Domino,143.6,0.625,0.963,20191211,63,63,1,F# minor,0.924,-7.049,0.0556,0.697,0.0,0.148
Jambalaya,Bobby Comstock And The Counts,116.266,0.685,0.967,20190321,91,91,3,G# major,0.436,-13.802,0.0955,0.08,0.0365,0.164
Jamboree,Naughty By Nature Featuring Zhane,213.906,0.849,0.856,20190911,23,10,11,C major,0.635,-9.425,0.266,0.0344,0.0,0.082
James (Hold The Ladder Steady),Sue Thompson,135.16,0.74,0.962,20191006,71,71,2,A# major,0.571,-9.961,0.0361,0.808,0.0,0.112
James Brown Is Dead,L.A. Style,344.4,0.599,0.501,20190606,80,80,8,C minor,0.976,-7.649,0.0859,0.0013,0.787,0.383
James Dean,Eagles,218.269,0.481,0.562,20191019,86,77,5,A major,0.894,-7.213,0.0415,0.00602,0.0149,0.191
Jamie,Eddie Holland,145.106,0.671,0.866,20190407,41,30,12,D# major,0.681,-7.726,0.0482,0.612,0.0,0.27
